Film-Noir, 3.8333333333333335, 0.0, 
Action, 3.528691873760891, 0.5773691140958003, 
Adventure, 3.593519901383602, 0.5461981867354394, 
Horror, 3.5064108774077387, 0.5481685499341349, 
Romance, 3.674427879992324, 0.48648654244917816, 
War, 3.9322126277159697, 0.5679392674403276, 
History, 3.8007721853165277, 0.608938114496233, 
Western, 3.8230014836325554, 0.4367560766393166, 
Documentary, 3.6100425436632335, 0.8427394170846595, 
Sci-Fi, 3.4544019613411585, 0.5815743097713563, 
Sport, 3.745302702463251, 0.5191501757441064, 
Drama, 3.8174593208764267, 0.5134418572176475, 
Thriller, 3.6025317118622997, 0.5902969015283531, 
Music, 3.6622747820733323, 0.5947007652291032, 
Crime, 3.7544171256626653, 0.5907004153480027, 
Fantasy, 3.632574363513655, 0.5037767712076542, 
Biography, 4.067228422868645, 0.34995427358896014, 
Animation, 3.8193760830858796, 0.4422854249979535, 
Family, 3.6131594044054536, 0.5403918765233665, 
Mystery, 3.709851471934737, 0.5578873519075375, 
Comedy, 3.6024410197915504, 0.5598428439696606, 
Musical, 3.804624795341519, 0.41261766663755106, 
Short, 3.9635416666666665, 0.11979166666666652, 
