16384, 10
16387, 7
4100, 5
12293, 35
16390, 12
12299, 5
4109, 22
12307, 21
12309, 5
16406, 17
4123, 19
28, 50
14364, 35
12317, 11
30, 16
4127, 7
14367, 7
16415, 5
2080, 5
10275, 28
10276, 5
10277, 5
4136, 7
10282, 15
4141, 28
46, 5
2095, 72
12335, 5
6196, 49
4149, 12
16438, 62
12343, 11
16441, 8
58, 11
2109, 26
12349, 7
6206, 43
2112, 10
12355, 38
14403, 5
16452, 19
2122, 16
10314, 5
4171, 22
77, 5
78, 10
6223, 11
2128, 7
16465, 13
16469, 42
2136, 38
6235, 298
6237, 10
8292, 5
8295, 13
2152, 31
10344, 10
2153, 50
8301, 11
12399, 10
6255, 20
111, 7
16499, 5
2163, 6
10358, 43
10359, 27
2167, 5
4216, 43
6267, 7
2171, 16
14459, 8
6268, 7
8317, 5
2173, 9
2174, 6
2178, 17
6274, 5
4227, 6
16516, 35
8327, 14
8328, 6
2186, 30
16522, 7
8333, 54
6287, 420
143, 6
14482, 23
8339, 6
12435, 6
148, 6
14484, 9
152, 18
10392, 9
16538, 5
4260, 34
2212, 8
4262, 51
16552, 12
4266, 36
14507, 6
171, 5
175, 29
10421, 57
16565, 11
12470, 47
12471, 376
16567, 5
6329, 99
8379, 13
16571, 6
10429, 32
14528, 6
6337, 7
14531, 18
10436, 23
197, 9
199, 5
8393, 17
14538, 69
6347, 26
2252, 14
205, 62
6350, 57
12494, 21
12497, 78
14545, 19
4306, 79
10451, 40
16596, 7
12501, 31
14550, 55
4310, 26
12508, 19
16604, 6
16605, 5
6365, 36
6366, 8
16606, 5
16607, 8
10466, 63
2276, 13
12517, 7
4330, 12
14571, 59
8429, 14
14574, 39
6386, 37
4341, 19
14584, 32
4345, 13
6394, 7
252, 5
6398, 29
14590, 25
16640, 28
6400, 47
12546, 96
4355, 5
4356, 7
6408, 6
12560, 5
273, 10
8467, 6
14618, 47
16668, 11
6428, 10
14621, 130
4384, 32
6434, 26
290, 15
6437, 12
2342, 21
295, 48
4392, 12
4393, 73
299, 46
6445, 5
305, 8
6450, 16
4402, 33
14644, 6
14646, 7
311, 12
12600, 6
312, 9
2360, 10
313, 14
12605, 7
8512, 6
10561, 16
16707, 25
8515, 7
2372, 49
14660, 63
8518, 15
14664, 39
2376, 16
329, 31
331, 16
14667, 8
6475, 10
14670, 61
334, 42
14671, 6
4432, 38
2385, 8
6482, 34
10583, 548
2391, 32
2395, 34
2396, 9
2400, 57
6497, 5
14691, 545
16740, 11
361, 34
8553, 5
2412, 97
6510, 69
10607, 6
8563, 15
12662, 23
2422, 7
4472, 270
14712, 34
16765, 32
14718, 31
2430, 25
16768, 5
12672, 8
385, 9
6531, 13
10627, 14
14725, 60
8585, 6
12682, 6
4490, 5
16784, 23
14737, 8
6545, 5
12690, 15
2452, 97
12694, 6
16790, 49
406, 11
6552, 37
16792, 12
2457, 337
16793, 31
4506, 20
6555, 7
6556, 67
2463, 535
2465, 10
14754, 7
14755, 29
2470, 26
10662, 10
8619, 5
10673, 7
4535, 6
14776, 11
16825, 5
8636, 23
14780, 68
12732, 7
4545, 10
4551, 19
456, 6
16850, 11
468, 52
6615, 9
473, 18
2523, 38
16859, 6
2528, 12
4577, 13
482, 7
483, 47
14822, 35
12778, 8
10730, 18
4587, 5
494, 11
4590, 7
16879, 642
12785, 70
16882, 47
10739, 14
6648, 6
14840, 5
2554, 32
14858, 39
2572, 5
8717, 5
528, 24
16912, 47
2577, 5
2580, 80
14869, 21
10773, 19
533, 10
10774, 19
6683, 7
2590, 9
6687, 24
4640, 8
2593, 46
6690, 12
16930, 8
2594, 16
14882, 5
6692, 5
12838, 18
550, 5
551, 29
8743, 90
12843, 5
4656, 24
8752, 6
16948, 33
6708, 10
564, 9
4661, 24
2617, 28
16954, 50
571, 38
8764, 54
14909, 21
4670, 32
6720, 24
10818, 17
8771, 18
10820, 60
12870, 26
16969, 229
10828, 65
4685, 9
14928, 16
10832, 10
6736, 13
12881, 52
10835, 6
6739, 8
596, 6
16984, 34
4697, 13
4698, 44
12890, 18
14940, 35
607, 42
16994, 10
8803, 5
2660, 16
16997, 5
8806, 13
12904, 5
14953, 9
8809, 7
17004, 15
12911, 7
14960, 10
17008, 11
631, 9
2680, 8
8832, 14
2689, 23
2690, 45
8837, 8
10886, 16
8840, 7
4745, 19
12940, 5
6797, 46
4753, 13
658, 16
8851, 7
10899, 9
14999, 11
17050, 8
6816, 8
673, 95
12966, 23
10921, 38
686, 23
12974, 9
10928, 533
6833, 43
8881, 17
2743, 20
4791, 9
15034, 7
6844, 53
17088, 68
6850, 7
2755, 7
708, 6
4805, 15
12997, 8
8904, 13
13002, 8
6859, 62
17100, 9
6860, 5
15058, 32
6868, 6
15062, 106
15063, 425
2776, 20
2779, 10
2780, 10
4829, 69
2782, 395
2783, 34
4831, 7
8928, 7
15078, 69
6886, 7
17129, 15
17133, 26
17134, 12
751, 7
2800, 13
753, 46
2803, 11
758, 491
13050, 13
15099, 6
13052, 17
6908, 7
17149, 28
6911, 14
13056, 21
15105, 36
17154, 13
15107, 415
4867, 6
11013, 6
15110, 24
11022, 9
6927, 8
8976, 5
17169, 53
13073, 16
13074, 15
4883, 10
788, 20
8981, 11
8989, 357
17181, 9
798, 73
11040, 10
8993, 18
17187, 13
11047, 5
4906, 39
13098, 7
17195, 33
13102, 50
2862, 54
15151, 12
6961, 56
4914, 10
819, 8
2874, 70
13115, 33
15163, 13
6971, 50
6972, 57
6974, 29
6978, 19
4931, 20
11077, 548
15177, 7
2890, 38
11084, 9
6989, 19
2897, 12
6994, 6
851, 33
4949, 5
9049, 6
9051, 7
7004, 5
4956, 34
2908, 12
15200, 5
2913, 41
15205, 517
11110, 5
872, 9
7016, 10
15209, 13
2922, 6
4972, 8
11123, 7
886, 18
887, 41
7032, 522
11132, 31
11134, 7
7040, 43
896, 8
15233, 65
897, 5
4995, 25
11139, 5
4996, 50
9092, 9
7048, 29
13195, 47
11149, 32
17293, 27
9102, 9
17295, 31
11152, 43
7057, 104
7067, 28
17308, 92
5020, 30
11165, 18
9120, 9
11171, 13
11173, 8
11176, 36
2985, 442
17321, 46
17324, 470
940, 29
11182, 10
2992, 20
17330, 13
17335, 6
5050, 10
17339, 22
5054, 35
11199, 5
17343, 7
13248, 12
5056, 10
13251, 16
963, 6
13255, 31
5063, 6
5069, 6
5071, 11
11218, 7
980, 7
7125, 7
985, 64
13273, 17
5085, 5
5088, 83
11234, 7
994, 6
7145, 5
11242, 9
17387, 9
15339, 6
15342, 5
1012, 6
9205, 5
11254, 12
17398, 5
13302, 17
5112, 10
17405, 9
13315, 98
15366, 10
3079, 125
7179, 15
3085, 43
17426, 19
9234, 5
11283, 96
9235, 5
1046, 21
17431, 5
7193, 46
13342, 8
5151, 11
15393, 72
17441, 5
5154, 31
3106, 33
11301, 5
9254, 53
13359, 35
1073, 16
15409, 37
9265, 39
5169, 5
7219, 10
3124, 6
7227, 35
11323, 17
5181, 6
15421, 12
9279, 5
7233, 13
15425, 20
7234, 8
3138, 35
15429, 22
17479, 464
5191, 6
7240, 6
11337, 510
17482, 46
3148, 8
1102, 14
3151, 101
13391, 10
7249, 7
1105, 5
9298, 28
15443, 5
1109, 10
3161, 41
13402, 9
17499, 49
17506, 6
7267, 6
17508, 19
13412, 12
5223, 13
13417, 29
15465, 8
13418, 20
5226, 9
15471, 38
9329, 17
15473, 6
1138, 37
15474, 5
17526, 5
5239, 390
1144, 7
1145, 41
13433, 7
3195, 67
5243, 6
9340, 56
3197, 10
7294, 6
3198, 9
13439, 8
17541, 5
11398, 19
15496, 5
3210, 5
1174, 8
17560, 55
9368, 10
1176, 6
3225, 10
1180, 29
17565, 5
11421, 9
13471, 7
7331, 46
9381, 8
3239, 62
15532, 26
13488, 28
1200, 5
11443, 95
3254, 37
11446, 5
15545, 10
11451, 5
7356, 13
5309, 39
13501, 17
5315, 18
1220, 38
5317, 75
5318, 12
9415, 28
13511, 6
13512, 5
3274, 5
15563, 9
11468, 10
5327, 18
9426, 17
3282, 6
13524, 15
7381, 43
5333, 17
17621, 8
3285, 5
17622, 15
3287, 38
17624, 5
3290, 19
9438, 7
15582, 42
5345, 50
11490, 12
9442, 16
7397, 81
1255, 7
5363, 24
1267, 28
9463, 6
3320, 272
7416, 27
13565, 13
3326, 6
13567, 15
3333, 49
11525, 7
1289, 5
13580, 7
13582, 29
3347, 31
5401, 69
1305, 14
13593, 16
1307, 8
17692, 31
5408, 5
17697, 6
3364, 58
9509, 5
17703, 35
3368, 9
13610, 661
1324, 25
9518, 5
13614, 12
17714, 68
11573, 6
5430, 7
9528, 7
3385, 53
13629, 46
13636, 8
13638, 5
9543, 6
5448, 38
7499, 62
11596, 17
13651, 22
15700, 35
7509, 31
3414, 38
11607, 19
7511, 36
3418, 20
11612, 13
9565, 14
11613, 6
5472, 34
15712, 6
7521, 480
3425, 32
17762, 10
3427, 44
17764, 13
5477, 6
13673, 87
7534, 5
3441, 12
3446, 32
11638, 7
9591, 26
5496, 66
9593, 7
1406, 57
13695, 5
11648, 5
11651, 6
3463, 397
13705, 7
3466, 33
11658, 7
5515, 12
13707, 43
15755, 28
9613, 6
9614, 17
11663, 41
9617, 15
5522, 14
15764, 45
11669, 7
11673, 15
1433, 18
9628, 58
11677, 11
5538, 10
9635, 44
9637, 25
11687, 6
9645, 45
11696, 14
3505, 8
11701, 7
11702, 6
7607, 19
11710, 59
1470, 38
5571, 364
3524, 68
11717, 7
3526, 5
7624, 37
15816, 5
15818, 17
7627, 18
3533, 39
5582, 65
7635, 52
7636, 27
15829, 9
9685, 10
5591, 6
7643, 7
5596, 13
1502, 7
11745, 19
13795, 5
15843, 17
15844, 40
9702, 27
5607, 7
15853, 27
1518, 31
15855, 8
7664, 478
3579, 359
11771, 8
5628, 37
15871, 9
9728, 23
11781, 43
1542, 17
3593, 8
7691, 11
15887, 47
15890, 7
3605, 75
7701, 7
1558, 11
1561, 39
3609, 24
3611, 8
9756, 60
9757, 14
15902, 5
3617, 5
5667, 5
1571, 11
11812, 27
13860, 7
3624, 32
3626, 5
1582, 17
1585, 8
15922, 8
9780, 5
11829, 12
3638, 23
9785, 9
1595, 6
5692, 28
9788, 30
11837, 8
13886, 7
5695, 8
3648, 46
5696, 8
7745, 21
13894, 45
9800, 44
5705, 61
15945, 52
11850, 6
15952, 6
15953, 26
15956, 7
3670, 6
7767, 15
1625, 29
9818, 6
7779, 19
3684, 11
11880, 7
3689, 27
13930, 6
11886, 9
5751, 10
1659, 5
3713, 73
5762, 15
3715, 9
13955, 10
11910, 5
9863, 5
16008, 14
5778, 9
3730, 6
7827, 6
7828, 40
11929, 29
9882, 58
5788, 5
13981, 5
9886, 69
5793, 54
3750, 36
1703, 44
3756, 5
5807, 8
5814, 11
1719, 10
9913, 8
16063, 5
7875, 21
7879, 15
1743, 7
1744, 15
16082, 53
9940, 12
14039, 8
1754, 13
14042, 8
7899, 8
1757, 28
11999, 40
14047, 6
14050, 76
3813, 22
5862, 36
9960, 39
14056, 6
3817, 12
12014, 25
12015, 6
3824, 19
16113, 33
16118, 6
1792, 8
7937, 7
12034, 46
1798, 14
5897, 21
16139, 17
1803, 7
3860, 576
10004, 8
12052, 7
12054, 14
14103, 325
3864, 85
14109, 7
3875, 11
3879, 7
12071, 16
16169, 7
12074, 60
10027, 5
10030, 38
10033, 8
3890, 29
16178, 5
14131, 6
7987, 8
5939, 43
1843, 5
12084, 10
7989, 67
16181, 5
14135, 7
10042, 46
12090, 9
5946, 7
12092, 46
3900, 12
3905, 23
14149, 21
1861, 17
10053, 6
12102, 7
1865, 62
1867, 8
16203, 7
3917, 32
5967, 27
3920, 24
8016, 8
12115, 5
3923, 6
3925, 55
3935, 7
16223, 6
3936, 6
3938, 591
10082, 5
12130, 5
8038, 61
5991, 308
16236, 6
1905, 622
6001, 5
16242, 24
12149, 7
14198, 21
3962, 590
14203, 43
6014, 51
3966, 10
12161, 48
14209, 17
14210, 12
14215, 5
8072, 37
14218, 9
10123, 7
12172, 11
6029, 32
6030, 16
8079, 33
16272, 20
6037, 49
8086, 44
1945, 10
6042, 20
16286, 20
8099, 5
14248, 16
1962, 534
8108, 92
6068, 14
8117, 9
1975, 18
10168, 44
10170, 49
12221, 13
1983, 7
12224, 21
14274, 11
6085, 6
12232, 21
14280, 6
4043, 59
12238, 26
2000, 7
6099, 13
16339, 19
16340, 9
12244, 6
10198, 29
4056, 24
2009, 7
8160, 5
10212, 7
16357, 20
12262, 19
6119, 8
14312, 77
14313, 23
14317, 6
8174, 6
10225, 33
10229, 6
6133, 5
6134, 20
10231, 13
12280, 5
16377, 51
